,Manufacturer,NHTSACampaignNumber,parkIt,parkOutSide,ReportReceivedDate,Component,Summary,Consequence,Remedy,Notes,ModelYear,Make,Model,NHTSAActionNumber,VehicleDescription,VehicleId
144,Toyota Motor Engineering & Manufacturing,23V111000,False,False,22/02/2023,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,"Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain 2022-2023 Tundra and Tundra Hybrid vehicles.  A software error in the combination meter's electronic control unit (ECU) may cause the Instrument Panel LCD display to go blank.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 101, ""Control and Displays.""","A blank display will not show critical information such as the speedometer or warning lights, increasing the risk of a crash.","Dealers will update the combination meter ECU software, free of charge.  Owner notification letters are expected to be mailed April 17, 2023.  Owners may contact Toyota's customer service at 1-800-331-4331.  Toyota's number for this recall is 23TA02.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Toyota,TUNDRA,,2022 Toyota TUNDRA PU/CC 4WD,17035
145,Toyota Motor Engineering & Manufacturing,23V111000,False,False,22/02/2023,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,"Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain 2022-2023 Tundra and Tundra Hybrid vehicles.  A software error in the combination meter's electronic control unit (ECU) may cause the Instrument Panel LCD display to go blank.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 101, ""Control and Displays.""","A blank display will not show critical information such as the speedometer or warning lights, increasing the risk of a crash.","Dealers will update the combination meter ECU software, free of charge.  Owner notification letters are expected to be mailed April 17, 2023.  Owners may contact Toyota's customer service at 1-800-331-4331.  Toyota's number for this recall is 23TA02.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Toyota,TUNDRA,,2022 Toyota TUNDRA PU/CC 2WD,17034
146,Toyota Motor Engineering & Manufacturing,23V111000,False,False,22/02/2023,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,"Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain 2022-2023 Tundra and Tundra Hybrid vehicles.  A software error in the combination meter's electronic control unit (ECU) may cause the Instrument Panel LCD display to go blank.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 101, ""Control and Displays.""","A blank display will not show critical information such as the speedometer or warning lights, increasing the risk of a crash.","Dealers will update the combination meter ECU software, free of charge.  Owner notification letters are expected to be mailed April 17, 2023.  Owners may contact Toyota's customer service at 1-800-331-4331.  Toyota's number for this recall is 23TA02.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Toyota,TUNDRA,,2022 Toyota TUNDRA PU/EC 4WD,17033
147,Toyota Motor Engineering & Manufacturing,23V111000,False,False,22/02/2023,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,"Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain 2022-2023 Tundra and Tundra Hybrid vehicles.  A software error in the combination meter's electronic control unit (ECU) may cause the Instrument Panel LCD display to go blank.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 101, ""Control and Displays.""","A blank display will not show critical information such as the speedometer or warning lights, increasing the risk of a crash.","Dealers will update the combination meter ECU software, free of charge.  Owner notification letters are expected to be mailed April 17, 2023.  Owners may contact Toyota's customer service at 1-800-331-4331.  Toyota's number for this recall is 23TA02.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Toyota,TUNDRA,,2022 Toyota TUNDRA PU/EC 2WD,17032
148,Toyota Motor Engineering & Manufacturing,23V142000,False,False,03/03/2023,STRUCTURE:BODY,Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain 2022-2023 Tundra and Tundra Hybrid vehicles that may be equipped with a Toyota genuine accessory tonneau cover.  The tonneau cover attachment joints may come loose and allow the cover to detach.,"A tonneau cover that detaches while driving can become a road hazard, increasing the risk of a crash.","Owners of the subject vehicles will be notified by first class mail to return their vehicles to a Toyota dealer.  Dealer will install new hardware (bolts, spacers, washers, nuts, rubber washers and cotter pins) to the existing bracket and tonneau cover.  If the tonneau cover has tears or splits at the mounting holes to the extent that new hardware cannot be installed, it will be replaced with a new tonneau cover and hardware.  Owners will receive a notice once the remedy becomes available.  Owners may contact Toyota's customer service at 1-800-331-4331.  Toyota's number for this recall is 23TB03/23TA03.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Toyota,TUNDRA,,2022 Toyota TUNDRA PU/CC 4WD,17035
149,Toyota Motor Engineering & Manufacturing,23V142000,False,False,03/03/2023,STRUCTURE:BODY,Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain 2022-2023 Tundra and Tundra Hybrid vehicles that may be equipped with a Toyota genuine accessory tonneau cover.  The tonneau cover attachment joints may come loose and allow the cover to detach.,"A tonneau cover that detaches while driving can become a road hazard, increasing the risk of a crash.","Owners of the subject vehicles will be notified by first class mail to return their vehicles to a Toyota dealer.  Dealer will install new hardware (bolts, spacers, washers, nuts, rubber washers and cotter pins) to the existing bracket and tonneau cover.  If the tonneau cover has tears or splits at the mounting holes to the extent that new hardware cannot be installed, it will be replaced with a new tonneau cover and hardware.  Owners will receive a notice once the remedy becomes available.  Owners may contact Toyota's customer service at 1-800-331-4331.  Toyota's number for this recall is 23TB03/23TA03.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Toyota,TUNDRA,,2022 Toyota TUNDRA PU/CC 2WD,17034
150,Toyota Motor Engineering & Manufacturing,23V142000,False,False,03/03/2023,STRUCTURE:BODY,Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain 2022-2023 Tundra and Tundra Hybrid vehicles that may be equipped with a Toyota genuine accessory tonneau cover.  The tonneau cover attachment joints may come loose and allow the cover to detach.,"A tonneau cover that detaches while driving can become a road hazard, increasing the risk of a crash.","Owners of the subject vehicles will be notified by first class mail to return their vehicles to a Toyota dealer.  Dealer will install new hardware (bolts, spacers, washers, nuts, rubber washers and cotter pins) to the existing bracket and tonneau cover.  If the tonneau cover has tears or splits at the mounting holes to the extent that new hardware cannot be installed, it will be replaced with a new tonneau cover and hardware.  Owners will receive a notice once the remedy becomes available.  Owners may contact Toyota's customer service at 1-800-331-4331.  Toyota's number for this recall is 23TB03/23TA03.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Toyota,TUNDRA,,2022 Toyota TUNDRA PU/EC 4WD,17033
151,Toyota Motor Engineering & Manufacturing,23V142000,False,False,03/03/2023,STRUCTURE:BODY,Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain 2022-2023 Tundra and Tundra Hybrid vehicles that may be equipped with a Toyota genuine accessory tonneau cover.  The tonneau cover attachment joints may come loose and allow the cover to detach.,"A tonneau cover that detaches while driving can become a road hazard, increasing the risk of a crash.","Owners of the subject vehicles will be notified by first class mail to return their vehicles to a Toyota dealer.  Dealer will install new hardware (bolts, spacers, washers, nuts, rubber washers and cotter pins) to the existing bracket and tonneau cover.  If the tonneau cover has tears or splits at the mounting holes to the extent that new hardware cannot be installed, it will be replaced with a new tonneau cover and hardware.  Owners will receive a notice once the remedy becomes available.  Owners may contact Toyota's customer service at 1-800-331-4331.  Toyota's number for this recall is 23TB03/23TA03.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Toyota,TUNDRA,,2022 Toyota TUNDRA PU/EC 2WD,17032
152,Toyota Motor Engineering & Manufacturing,23V566000,False,False,10/08/2023,"FUEL SYSTEM, GASOLINE:DELIVERY:HOSES, LINES/PIPING, AND FITTINGS","Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain 2022-2023 Tundra and Tundra Hybrid vehicles.  The plastic fuel tube routed near metallic brake lines may chafe against the brake lines and become damaged, possibly resulting in a fuel leak.",A fuel leak in the presence of an ignition source can increase the risk of a fire.,"As an interim repair, dealers will install protective materials and a clamp on the fuel tube, free of charge.  Once the final remedy is available, dealers will replace the fuel tube, free of charge.  Interim owner notification letters informing owners of the safety risk will be mailed September 25, 2023.  Owners will receive a second notice once remedy becomes available.  Owners may contact Toyota's customer service at 1-800-331-4331.  Toyota's numbers for this recall are 23TB09/23TA09.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Toyota,TUNDRA,,2022 Toyota TUNDRA PU/CC 4WD,17035
153,Toyota Motor Engineering & Manufacturing,23V566000,False,False,10/08/2023,"FUEL SYSTEM, GASOLINE:DELIVERY:HOSES, LINES/PIPING, AND FITTINGS","Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain 2022-2023 Tundra and Tundra Hybrid vehicles.  The plastic fuel tube routed near metallic brake lines may chafe against the brake lines and become damaged, possibly resulting in a fuel leak.",A fuel leak in the presence of an ignition source can increase the risk of a fire.,"As an interim repair, dealers will install protective materials and a clamp on the fuel tube, free of charge.  Once the final remedy is available, dealers will replace the fuel tube, free of charge.  Interim owner notification letters informing owners of the safety risk will be mailed September 25, 2023.  Owners will receive a second notice once remedy becomes available.  Owners may contact Toyota's customer service at 1-800-331-4331.  Toyota's numbers for this recall are 23TB09/23TA09.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Toyota,TUNDRA,,2022 Toyota TUNDRA PU/CC 2WD,17034
154,Toyota Motor Engineering & Manufacturing,23V566000,False,False,10/08/2023,"FUEL SYSTEM, GASOLINE:DELIVERY:HOSES, LINES/PIPING, AND FITTINGS","Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain 2022-2023 Tundra and Tundra Hybrid vehicles.  The plastic fuel tube routed near metallic brake lines may chafe against the brake lines and become damaged, possibly resulting in a fuel leak.",A fuel leak in the presence of an ignition source can increase the risk of a fire.,"As an interim repair, dealers will install protective materials and a clamp on the fuel tube, free of charge.  Once the final remedy is available, dealers will replace the fuel tube, free of charge.  Interim owner notification letters informing owners of the safety risk will be mailed September 25, 2023.  Owners will receive a second notice once remedy becomes available.  Owners may contact Toyota's customer service at 1-800-331-4331.  Toyota's numbers for this recall are 23TB09/23TA09.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Toyota,TUNDRA,,2022 Toyota TUNDRA PU/EC 4WD,17033
155,Toyota Motor Engineering & Manufacturing,23V566000,False,False,10/08/2023,"FUEL SYSTEM, GASOLINE:DELIVERY:HOSES, LINES/PIPING, AND FITTINGS","Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain 2022-2023 Tundra and Tundra Hybrid vehicles.  The plastic fuel tube routed near metallic brake lines may chafe against the brake lines and become damaged, possibly resulting in a fuel leak.",A fuel leak in the presence of an ignition source can increase the risk of a fire.,"As an interim repair, dealers will install protective materials and a clamp on the fuel tube, free of charge.  Once the final remedy is available, dealers will replace the fuel tube, free of charge.  Interim owner notification letters informing owners of the safety risk will be mailed September 25, 2023.  Owners will receive a second notice once remedy becomes available.  Owners may contact Toyota's customer service at 1-800-331-4331.  Toyota's numbers for this recall are 23TB09/23TA09.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Toyota,TUNDRA,,2022 Toyota TUNDRA PU/EC 2WD,17032
156,"Southeast Toyota Distributors, LLC",23V757000,False,False,09/11/2023,EQUIPMENT:OTHER:LABELS,"Southeast Toyota Distributors, LLC (SET) is recalling certain 2022-2024 Toyota Tundra vehicles.  The load carrying capacity modification label states the incorrect load carrying capacity, which can result in an overloaded vehicle.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 110, ""Tire Selection and Rims.""",An overloaded vehicle increases the risk of a crash.,"SET will mail a new modified label, free of charge.  Owner notification letters are expected to be mailed January 5, 2024.  Owners may contact SET's customer service at 1-866-405-4226.  SET's number for this recall is SET23B.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",2022,Toyota,TUNDRA,,2022 Toyota TUNDRA PU/CC 4WD,17035
157,"Southeast Toyota Distributors, LLC",23V757000,False,False,09/11/2023,EQUIPMENT:OTHER:LABELS,"Southeast Toyota Distributors, LLC (SET) is recalling certain 2022-2024 Toyota Tundra vehicles.  The load carrying capacity modification label states the incorrect load carrying capacity, which can result in an overloaded vehicle.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 110, ""Tire Selection and Rims.""",An overloaded vehicle increases the risk of a crash.,"SET will mail a new modified label, free of charge.  Owner notification letters are expected to be mailed January 5, 2024.  Owners may contact SET's customer service at 1-866-405-4226.  SET's number for this recall is SET23B.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",2022,Toyota,TUNDRA,,2022 Toyota TUNDRA PU/CC 2WD,17034
158,"Southeast Toyota Distributors, LLC",23V757000,False,False,09/11/2023,EQUIPMENT:OTHER:LABELS,"Southeast Toyota Distributors, LLC (SET) is recalling certain 2022-2024 Toyota Tundra vehicles.  The load carrying capacity modification label states the incorrect load carrying capacity, which can result in an overloaded vehicle.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 110, ""Tire Selection and Rims.""",An overloaded vehicle increases the risk of a crash.,"SET will mail a new modified label, free of charge.  Owner notification letters are expected to be mailed January 5, 2024.  Owners may contact SET's customer service at 1-866-405-4226.  SET's number for this recall is SET23B.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",2022,Toyota,TUNDRA,,2022 Toyota TUNDRA PU/EC 4WD,17033
159,"Southeast Toyota Distributors, LLC",23V757000,False,False,09/11/2023,EQUIPMENT:OTHER:LABELS,"Southeast Toyota Distributors, LLC (SET) is recalling certain 2022-2024 Toyota Tundra vehicles.  The load carrying capacity modification label states the incorrect load carrying capacity, which can result in an overloaded vehicle.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 110, ""Tire Selection and Rims.""",An overloaded vehicle increases the risk of a crash.,"SET will mail a new modified label, free of charge.  Owner notification letters are expected to be mailed January 5, 2024.  Owners may contact SET's customer service at 1-866-405-4226.  SET's number for this recall is SET23B.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",2022,Toyota,TUNDRA,,2022 Toyota TUNDRA PU/EC 2WD,17032
160,Toyota Motor Engineering & Manufacturing,22V445000,False,False,23/06/2022,POWER TRAIN:AXLE ASSEMBLY:AXLE SHAFT,Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain 2022 Tundra and Tundra Hybrid vehicles.  The flange nuts on the axle shaft sub-assemblies can loosen over time and potentially cause one or both axle shaft sub-assemblies to separate from the axle housing.,"Axle shaft separation can cause a loss of vehicle stability and brake performance, increasing the risk of a crash.","Dealers will inspect the rear axle assembly, tighten the axle flange nuts, and replace any damaged axle-related components if necessary, free of charge.  Owner notification letters are expected to be mailed July 15, 2022.  Owners may contact Toyota customer service at 1-800-331-4331.  Toyota's number for this recall is 22TA05.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Toyota,TUNDRA HYBRID,,2022 Toyota TUNDRA HYBRID PU/CC 4WD,18966
161,Toyota Motor Engineering & Manufacturing,22V445000,False,False,23/06/2022,POWER TRAIN:AXLE ASSEMBLY:AXLE SHAFT,Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain 2022 Tundra and Tundra Hybrid vehicles.  The flange nuts on the axle shaft sub-assemblies can loosen over time and potentially cause one or both axle shaft sub-assemblies to separate from the axle housing.,"Axle shaft separation can cause a loss of vehicle stability and brake performance, increasing the risk of a crash.","Dealers will inspect the rear axle assembly, tighten the axle flange nuts, and replace any damaged axle-related components if necessary, free of charge.  Owner notification letters are expected to be mailed July 15, 2022.  Owners may contact Toyota customer service at 1-800-331-4331.  Toyota's number for this recall is 22TA05.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Toyota,TUNDRA HYBRID,,2022 Toyota TUNDRA HYBRID PU/CC 2WD,18965
162,Toyota Motor Engineering & Manufacturing,22V501000,False,False,13/07/2022,ELECTRICAL SYSTEM:ADAS:PARKING ASSIST:SOFTWARE,"Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain 2022 Tundra and Tundra Hybrid vehicles equipped with a Panoramic View Monitor (PVM) system.  Incorrect programming of the parking-assist electronic control unit (ECU) software, may cause the front camera image to appear on the multimedia display instead of the rear camera image when the shifter is placed into reverse.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 111, ""Rear Visibility.""","A rearview camera that fails to display the correct image can reduce the driver's rear view, increasing the risk of a crash.","Dealers will reprogram the parking assist ECU, free of charge.  Owner notification letters were mailed July 27, 2022.  Owners may contact Toyota customer service at 1-800-331-4331.  Toyota's number for this recall is 22TA07.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Toyota,TUNDRA HYBRID,,2022 Toyota TUNDRA HYBRID PU/CC 4WD,18966
163,Toyota Motor Engineering & Manufacturing,22V501000,False,False,13/07/2022,ELECTRICAL SYSTEM:ADAS:PARKING ASSIST:SOFTWARE,"Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain 2022 Tundra and Tundra Hybrid vehicles equipped with a Panoramic View Monitor (PVM) system.  Incorrect programming of the parking-assist electronic control unit (ECU) software, may cause the front camera image to appear on the multimedia display instead of the rear camera image when the shifter is placed into reverse.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 111, ""Rear Visibility.""","A rearview camera that fails to display the correct image can reduce the driver's rear view, increasing the risk of a crash.","Dealers will reprogram the parking assist ECU, free of charge.  Owner notification letters were mailed July 27, 2022.  Owners may contact Toyota customer service at 1-800-331-4331.  Toyota's number for this recall is 22TA07.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Toyota,TUNDRA HYBRID,,2022 Toyota TUNDRA HYBRID PU/CC 2WD,18965
164,Toyota Motor Engineering & Manufacturing,23V111000,False,False,22/02/2023,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,"Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain 2022-2023 Tundra and Tundra Hybrid vehicles.  A software error in the combination meter's electronic control unit (ECU) may cause the Instrument Panel LCD display to go blank.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 101, ""Control and Displays.""","A blank display will not show critical information such as the speedometer or warning lights, increasing the risk of a crash.","Dealers will update the combination meter ECU software, free of charge.  Owner notification letters are expected to be mailed April 17, 2023.  Owners may contact Toyota's customer service at 1-800-331-4331.  Toyota's number for this recall is 23TA02.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Toyota,TUNDRA HYBRID,,2022 Toyota TUNDRA HYBRID PU/CC 4WD,18966
165,Toyota Motor Engineering & Manufacturing,23V111000,False,False,22/02/2023,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,"Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain 2022-2023 Tundra and Tundra Hybrid vehicles.  A software error in the combination meter's electronic control unit (ECU) may cause the Instrument Panel LCD display to go blank.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 101, ""Control and Displays.""","A blank display will not show critical information such as the speedometer or warning lights, increasing the risk of a crash.","Dealers will update the combination meter ECU software, free of charge.  Owner notification letters are expected to be mailed April 17, 2023.  Owners may contact Toyota's customer service at 1-800-331-4331.  Toyota's number for this recall is 23TA02.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Toyota,TUNDRA HYBRID,,2022 Toyota TUNDRA HYBRID PU/CC 2WD,18965
166,Toyota Motor Engineering & Manufacturing,23V142000,False,False,03/03/2023,STRUCTURE:BODY,Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain 2022-2023 Tundra and Tundra Hybrid vehicles that may be equipped with a Toyota genuine accessory tonneau cover.  The tonneau cover attachment joints may come loose and allow the cover to detach.,"A tonneau cover that detaches while driving can become a road hazard, increasing the risk of a crash.","Owners of the subject vehicles will be notified by first class mail to return their vehicles to a Toyota dealer.  Dealer will install new hardware (bolts, spacers, washers, nuts, rubber washers and cotter pins) to the existing bracket and tonneau cover.  If the tonneau cover has tears or splits at the mounting holes to the extent that new hardware cannot be installed, it will be replaced with a new tonneau cover and hardware.  Owners will receive a notice once the remedy becomes available.  Owners may contact Toyota's customer service at 1-800-331-4331.  Toyota's number for this recall is 23TB03/23TA03.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Toyota,TUNDRA HYBRID,,2022 Toyota TUNDRA HYBRID PU/CC 4WD,18966
167,Toyota Motor Engineering & Manufacturing,23V142000,False,False,03/03/2023,STRUCTURE:BODY,Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain 2022-2023 Tundra and Tundra Hybrid vehicles that may be equipped with a Toyota genuine accessory tonneau cover.  The tonneau cover attachment joints may come loose and allow the cover to detach.,"A tonneau cover that detaches while driving can become a road hazard, increasing the risk of a crash.","Owners of the subject vehicles will be notified by first class mail to return their vehicles to a Toyota dealer.  Dealer will install new hardware (bolts, spacers, washers, nuts, rubber washers and cotter pins) to the existing bracket and tonneau cover.  If the tonneau cover has tears or splits at the mounting holes to the extent that new hardware cannot be installed, it will be replaced with a new tonneau cover and hardware.  Owners will receive a notice once the remedy becomes available.  Owners may contact Toyota's customer service at 1-800-331-4331.  Toyota's number for this recall is 23TB03/23TA03.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Toyota,TUNDRA HYBRID,,2022 Toyota TUNDRA HYBRID PU/CC 2WD,18965
168,Toyota Motor Engineering & Manufacturing,23V566000,False,False,10/08/2023,"FUEL SYSTEM, GASOLINE:DELIVERY:HOSES, LINES/PIPING, AND FITTINGS","Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain 2022-2023 Tundra and Tundra Hybrid vehicles.  The plastic fuel tube routed near metallic brake lines may chafe against the brake lines and become damaged, possibly resulting in a fuel leak.",A fuel leak in the presence of an ignition source can increase the risk of a fire.,"As an interim repair, dealers will install protective materials and a clamp on the fuel tube, free of charge.  Once the final remedy is available, dealers will replace the fuel tube, free of charge.  Interim owner notification letters informing owners of the safety risk will be mailed September 25, 2023.  Owners will receive a second notice once remedy becomes available.  Owners may contact Toyota's customer service at 1-800-331-4331.  Toyota's numbers for this recall are 23TB09/23TA09.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Toyota,TUNDRA HYBRID,,2022 Toyota TUNDRA HYBRID PU/CC 4WD,18966
169,Toyota Motor Engineering & Manufacturing,23V566000,False,False,10/08/2023,"FUEL SYSTEM, GASOLINE:DELIVERY:HOSES, LINES/PIPING, AND FITTINGS","Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain 2022-2023 Tundra and Tundra Hybrid vehicles.  The plastic fuel tube routed near metallic brake lines may chafe against the brake lines and become damaged, possibly resulting in a fuel leak.",A fuel leak in the presence of an ignition source can increase the risk of a fire.,"As an interim repair, dealers will install protective materials and a clamp on the fuel tube, free of charge.  Once the final remedy is available, dealers will replace the fuel tube, free of charge.  Interim owner notification letters informing owners of the safety risk will be mailed September 25, 2023.  Owners will receive a second notice once remedy becomes available.  Owners may contact Toyota's customer service at 1-800-331-4331.  Toyota's numbers for this recall are 23TB09/23TA09.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Toyota,TUNDRA HYBRID,,2022 Toyota TUNDRA HYBRID PU/CC 2WD,18965
170,"Tesla, Inc.",22V037000,False,False,27/01/2022,ELECTRICAL SYSTEM:ADAS:AUTONOMOUS/SELF DRIVING:SOFTWARE,"Tesla, Inc. (Tesla) is recalling certain 2016-2022 Model S and Model X, 2017-2022 Model 3, and 2020-2022 Model Y vehicles.  The ""rolling stop"" functionality available as part of the Full Self-Driving (Beta) software may allow the vehicle to travel through an all-way stop intersection without first coming to a stop.",Failing to stop at a stop sign can increase the risk of a crash.,"Tesla will perform an over-the-air (OTA) software update that disables the ""rolling stop"" functionality, free of charge.  Owner notification letters were mailed March 28, 2022.  Owners may contact Tesla customer service at 1-877-798-3752.  Tesla's number for this recall is SB-22-00-001.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Tesla,MODEL 3,,2022 Tesla Model 3 4 DR AWD,16534
171,"Tesla, Inc.",22V037000,False,False,27/01/2022,ELECTRICAL SYSTEM:ADAS:AUTONOMOUS/SELF DRIVING:SOFTWARE,"Tesla, Inc. (Tesla) is recalling certain 2016-2022 Model S and Model X, 2017-2022 Model 3, and 2020-2022 Model Y vehicles.  The ""rolling stop"" functionality available as part of the Full Self-Driving (Beta) software may allow the vehicle to travel through an all-way stop intersection without first coming to a stop.",Failing to stop at a stop sign can increase the risk of a crash.,"Tesla will perform an over-the-air (OTA) software update that disables the ""rolling stop"" functionality, free of charge.  Owner notification letters were mailed March 28, 2022.  Owners may contact Tesla customer service at 1-877-798-3752.  Tesla's number for this recall is SB-22-00-001.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,Tesla,MODEL 3,,2022 Tesla Model 3 4 DR RWD,16533
