,report_received_date,nhtsa_id,recall_link,manufacturer,subject,component,mfr_campaign_number,recall_type,potentially_affected,defect_summary,consequence_summary,corrective_action,fire_risk_when_parked,do_not_drive,completion_rate
429,2023-06,23E048000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23E048000', 'description': 'Go to Recall'}","Eagle Eyes Traffic Ind. Co., Ltd",Incorrect Light Output from Headlights/FMVSS 108,EXTERIOR LIGHTING,23UPIAC1,Equipment,3639,"Eagle Eyes Traffic Ind. Co., Ltd (Eagle Eyes) is recalling certain Eagle Eyes UPI aftermarket headlights with model numbers 31645 and 31646, sold as replacement headlights for Peterbilt 389 vehicles.  The headlights may not have the correct amount of light output, which can reduce visibility.  As such, these headlights fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 108, ""Lamp, Reflective Devices, and Associated Equipment.""",Reduced visibility from insufficiently bright headlights can increase the risk of a crash.,"Eagle Eyes will replace the headlights, free of charge.  Owner notification letters are expected to be mailed July 31, 2023.  Eagle Eyes' number for this recall is 23UPIAC1.",No,No,0
430,2023-06,23V443000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V443000', 'description': 'Go to Recall'}","Porsche Cars North America, Inc.",Seat Belt Anchor May Detach from Seat,SEAT BELTS,APA9,Vehicle,37,"Porsche Cars North America, Inc. (Porsche) is recalling certain 2016-2020 Macan S, 2017-2020 Macan, 2017 Panamera Turbo, 2018 and 2020 Macan Turbo and Panamera 4, 2018 Macan Sport Edition, Panamera 4 E-Hybrid, and 2019 Panamera 4 Sport Turismo vehicles.  The screw that attaches the lower seat belt anchor to the seat frame on the outboard rear seats may not have been tightened properly.","An improperly tightened seat belt anchor can detach during a crash, increasing the risk of injury.","Dealers will replace and tighten the lower rear outboard seat belt anchor screws, free of charge.  Owner notification letters are expected to be mailed August 24, 2023.  Owners may contact Porsche's customer service at 1-800-767-7243.  Porsche's number for this recall is APA9.",No,No,8.11
431,2023-06,23V445000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V445000', 'description': 'Go to Recall'}","Mercedes-Benz USA, LLC",Loss of Drive Power from Fuel Pump Shutdown,"FUEL SYSTEM, GASOLINE",2023070012,Vehicle,143551,"Mercedes-Benz USA, LLC (MBUSA) is recalling certain 2021-2023 C-Class, E-Class, S-Class, CLS, SL, GT, GLC, GLE, GLS, and G-Class vehicles.  Please refer to MBUSA's recall report for specific vehicle details.  The fuel pump may shutdown, which can result in a loss of drive power.",A loss of drive power can increase the risk of a crash.,"Dealers will replace the fuel pump, free of charge.  Interim notification letters, notifying owners of the safety risk, were mailed August 18, 2023.  Owner notification letters with a remedy were mailed September 29, 2023.  Owners may contact MBUSA customer service at 1-800-367-6372.  MBUSA's number for this recall is 2023070012.",No,No,1.75
432,2023-06,23V444000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V444000', 'description': 'Go to Recall'}","Daimler Vans USA, LLC",Loss of Drive Power from Fuel Pump Shutdown,"FUEL SYSTEM, GASOLINE",4790205,Vehicle,20500,"Daimler Vans USA, LLC (DVUSA) is recalling certain 2021 Freightliner Sprinter, 2021-2022 Mercedes-Benz Metris and 2021-2023 Mercedes-Benz Sprinter vehicles.  The fuel pump may shutdown, which can result in a loss of drive power.",A loss of drive power can increase the risk of a crash.,"Dealers will replace the fuel pump, free of charge.  Owner notification letters were mailed November 1, 2023.  Owners may contact DVUSA customer service at 1-877-762-8267.  DVUSA's number for this recall is 4790205.",No,No,0
433,2023-06,23V446000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V446000', 'description': 'Go to Recall'}","Porsche Cars North America, Inc.",Incorrect Activation of Brake Lights/FMVSS 108,EXTERIOR LIGHTING,APA8,Vehicle,700,"Porsche Cars North America, Inc. (Porsche) is recalling certain 2022-2023 911 GT3 Touring vehicles.  A software error in the rear spoiler control unit may allow both the vehicle and spoiler center high-mounted brake lights to activate simultaneously when the rear spoiler is manually deployed at speeds below 56 MPH (90 km/h).  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 108, ""Lamps, Reflective Devices, and Associated Equipment.""","Simultaneous activation of both center high-mounted brake lights may cause confusion for other drivers, increasing the risk of a crash.","Dealers will reprogram the rear spoiler control unit, free of charge.  Owner notification letters are expected to be mailed August 24, 2023.  Owners may contact Porsche customer service at 1-800-767-7243.  Porsche's number for this recall is APA8.",No,No,35
434,2023-06,23V439000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V439000', 'description': 'Go to Recall'}",Ford Motor Company,Rear Shock Absorbers Manufactured Incorrectly,SUSPENSION,23S32,Vehicle,366,"Ford Motor Company (Ford) is recalling certain 2023 Lincoln Nautilus vehicles.  The rear shock absorbers may have been manufactured incorrectly, which can result in damage to the rear brake hose, rear axle half shaft, wheel speed sensor, and/or stabilizer bar end links.","A damaged brake hose can extend the distance required to stop the vehicle, increasing the risk of a crash.","Dealers will inspect and replace the rear shocks, rear brake hoses, rear wheel speed sensor, and rear half shafts as necessary, free of charge.  Owner notification letters were mailed August 17, 2023.  Owners may contact Ford customer service at 1-866-436-7332.  Ford's number for this recall is 23S32.",No,No,52.19
435,2023-06,23V442000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V442000', 'description': 'Go to Recall'}","Autocar, LLC",Improperly Secured Fuel Tank Mounting Straps,"FUEL SYSTEM, DIESEL",ACTT-2302,Vehicle,2671,"Autocar, LLC (Autocar) is recalling certain 2022-2023 ACTT Xspotter vehicles.  The fuel tank mounting straps may not be properly secured.","An improperly secured fuel tank can separate from the vehicle, increasing the risk of a crash.","Dealers will inspect and secure, or replace the fuel tank mounting straps as necessary, free of charge.  Owner notification letters were mailed August 21, 2023.  Owners may contact Autocar customer service at 1-888-218-3611.  Autocar's number for this recall is ACTT-2302.",No,No,13.85
436,2023-06,23V440000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V440000', 'description': 'Go to Recall'}",Ford Motor Company,Loss of Power or Fire from Damaged Control Module,ELECTRICAL SYSTEM,23S33,Vehicle,14452,Ford Motor Company (Ford) is recalling certain 2019-2020 Fusion PHEV vehicles.  The battery energy control module (BECM) may become damaged due to excessive voltage and current flow.,"A damaged BECM can result in a loss of drive power or fire, increasing the risk of a crash or injury.","Owners are advised not to charge their vehicles until the remedy is completed.  Dealers will replace the battery with a battery that is not susceptible to gas generation in the cells.  Interim letters notifying owners of the safety risk were mailed July 14, 2023.  Second letters will be sent once the remedy is available.  Owners may contact Ford customer service at 1-866-436-7332.  Ford's number for this recall is 23S33.",No,No,0
437,2023-06,23V441000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V441000', 'description': 'Go to Recall'}",Volvo Trucks North America,Loose Steering Gear Fasteners,STEERING,RVXX2307,Vehicle,224,"Volvo Trucks North America (Volvo Trucks) is recalling certain 2023-2024 VN, VHD, and VAH trucks.  The steering gear fasteners may not be properly tightened.","Loose steering gear fasteners may result in a loss of vehicle control, increasing the risk of a crash.","Dealers will tighten the steering gear fasteners, free of charge.  Owner notification letters are expected to be mailed August 18, 2023.  Owners may contact Volvo Trucks' customer service at 1-800-528-6586.  Volvo Trucks' number for this recall is RVXX2307.",No,No,36.16
438,2023-06,23E046000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23E046000', 'description': 'Go to Recall'}",Lippert,Loose Grease Fitting May Cause Wheel Detachment,SUSPENSION,NR (Not Reported),Equipment,3427,"Lippert (Lippert) is recalling certain 5200 and 6000 CURT RV axles.  The axles may have an improperly tightened grease fitting that can separate and cause damage, possibly resulting in wheel detachment.",A detached wheel increases the risk of a crash.,"Dealers will inspect and repair, or replace the grease fittings, as necessary, free of charge.  Lippert is expected to notify vehicle manufacturers in June 2023.  Owners may contact Lippert customer service at 1-574-538-4514.",No,No,9.63
439,2023-06,23V438000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V438000', 'description': 'Go to Recall'}","Altec Industries, Inc.",Boom Tip Outlet May Be Missing GFCI Protection,ELECTRICAL SYSTEM,CSN 3091,Vehicle,18,"Altec Industries, Inc. (Altec) is recalling certain 2019-2022 AT335 vehicles.  An inverter-powered outlet may have been installed at the aerial boom tip without ground-fault interrupter (GFCI) protection.","An outlet without GFCI protection may fail to shut off electrical power when a ground-fault occurs, increasing the risk of injury or fire.","Dealers will inspect and install a GFCI outlet as necessary, free of charge.  Owner notification letters are expected to be mailed August 25, 2023.  Owners may contact Altec's customer service at 1-877-462-5832.  Altec's number for this recall is CSN 3091.",No,No,5.56
440,2023-06,23V435000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V435000', 'description': 'Go to Recall'}","Airstream, Inc.",Incorrect Cargo Carrying Capacity Label/FMVSS 110,EQUIPMENT,NR (Not Reported),Vehicle,137,"Airstream, Inc. (Airstream) is recalling certain 2023 Bambi vehicles.  The capacity of the freshwater tank was overstated, resulting in an incorrect Cargo Carrying Capacity label.   As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 110, ""Tire Selection and Rims.""","An incorrect label may lead to unintentionally overloading the vehicle, increasing the risk of a crash.","Airstream will mail corrected labels, free of charge.  Owner notification letters were mailed July 26, 2023.  Owners may contact Airstream customer service at 1-877-596-6505 or 1-937-596-6111 ext. 7401 or 7411.",No,No,100
441,2023-06,23V436000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V436000', 'description': 'Go to Recall'}","Volkswagen Group of America, Inc.",Rearview Camera Image May Not Display/FMVSS 111,BACK OVER PREVENTION,93S7,Vehicle,4,"Volkswagen Group of America, Inc. (Volkswagen) is recalling certain 2022 ID.4 vehicles.  The replacement infotainment central control unit (CCU) installed in the vehicle during a repair contains incorrect software that can cause the rearview camera image to be delayed or deactivated when reversing.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 111, ""Rear Visibility.""","A rearview camera with a delayed or deactivated image may reduce the driver's rear visibility, increasing the risk of a crash.","Dealers will update the software, free of charge.  Owner notification letters are expected to be mailed August 18, 2023.  Owners may contact Volkswagen's customer service at 1-800-893-5298.  Volkswagen's number for this recall is 93S7.",No,No,0
442,2023-06,23V437000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V437000', 'description': 'Go to Recall'}","Volkswagen Group of America, Inc.",Deformation of the Strut Mount,SUSPENSION,40T3,Vehicle,59,"Volkswagen Group of America, Inc. (Volkswagen) is recalling certain 2023 Golf R A8 and Golf GTI vehicles.  The strut mount may be deformed, loosening the bolted connections to the suspension strut mounting.","Loose suspension connections can cause steering instability, increasing the risk of a crash.","Dealers will inspect and replace the right and/or left suspension strut mountings, as necessary, free of charge.  Owner notification letters are expected to be mailed August 18, 2023.  Owners may contact Volkswagen's customer service at 1-800-893-5298.  Volkswagen's number for this recall is 40T3.",No,No,62.71
443,2023-06,23V434000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V434000', 'description': 'Go to Recall'}","Tesla, Inc.",Defective Pyrotechnic Battery Disconnect,ELECTRICAL SYSTEM,SB-23-16-005,Vehicle,26,"Tesla, Inc. (Tesla) is recalling certain 2023 Model 3 and Model Y vehicles.  The pyrotechnic battery disconnect may be defective.","A defective battery disconnect may not isolate the vehicle's high voltage battery after a crash or fault detection, increasing the risk of electrical shock and injury.","Tesla Service will replace the pyrotechnic battery disconnect, free of charge.  Owner notification letters were mailed August 18, 2023.  Owners may contact Tesla customer service at 1-877-798-3752.  Tesla's number for this recall is SB-23-16-005.",No,No,57.69
444,2023-06,23V433000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V433000', 'description': 'Go to Recall'}","Altec Industries, Inc.",Load-Holding Feature May Fail,EQUIPMENT,CSN 3090,Vehicle,3824,"Altec Industries, Inc. (Altec) is recalling certain 1999-2022 L Series and LR Series aerial devices.  A hydraulic hose may have been installed between the cylinder port and load-holding valve instead of metallic tubing, which can result in a damaged hydraulic hose and failure of the load-holding feature.","Failure of the load-holding feature can result in unintended movement of the platform or load, increasing the risk of injury.","Altec will inspect the units for a hydraulic hose and replace it with specified metallic tubing, as necessary, free of charge.  Owner notification letters are expected to be mailed August 11, 2023.  Owners may contact Altec customer service 1-877-462-5832.  Altec's number for this recall is CSN 3090.",No,No,2.59
445,2023-06,23V430000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V430000', 'description': 'Go to Recall'}",Honda (American Honda Motor Co.),Unintended Vehicle Movement from Brake Fluid Leak,"SERVICE BRAKES, HYDRAULIC","GEI, DEG, XEK, OEJ",Vehicle,386,"Honda (America Honda Motor Co.) is recalling certain 2023 Civic, Acura RDX, Acura Integra, and 2022 Honda Accord vehicles.  A ball valve in the vehicle stability assist (VSA) modulator may leak brake fluid, which can result in unintended vehicle movement when the brake hold feature is engaged or an unexpected increase in brake pedal travel.",Unintended vehicle movement or an unexpected increase in brake pedal travel can increase the risk of a crash or injury.,"Dealers will replace the VSA modulator, free of charge.  Owner notification letters were mailed July 24, 2023.  Owners may contact Honda customer service at 1-888-234-2138.  Honda's numbers for this recall are GEI, DEG, XEK, and OEJ.",No,No,40.41
446,2023-06,23V429000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V429000', 'description': 'Go to Recall'}",Mazda North American Operations,Loss of Vehicle Control,STEERING,5923F,Vehicle,18,"Mazda North American Operations (Mazda) is recalling certain 2024 CX-90 vehicles.  Some steering and suspension bolts may be missing or improperly tightened, which can cause the steering intermediate shaft, the front anti-lock brake system wheel speed sensor harnesses, or the front upper control arms to detach, resulting in a loss of vehicle control.",A loss of vehicle control increases the risk of a crash.,"Dealers will inspect and tighten or replace the steering and suspension bolts, as necessary, free of charge.  Owner notification letters were mailed July 14, 2023.  Owners may contact Mazda customer service at 1-800-222-5500 Option 6.  Mazda's number for this recall is 5923F.",No,No,94.44
447,2023-06,23V432000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V432000', 'description': 'Go to Recall'}",Toyota Motor Engineering & Manufacturing,Wheels May Detach from Loose Lug Nuts,WHEELS,23TA05,Vehicle,298,"Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain 2023 Camry and Camry Hybrid vehicles.  The lug nuts that attach the wheels to the vehicle may be loose, which can result in wheel detachment.","A wheel that detaches from a moving vehicle can cause a loss of vehicle control, increasing the risk of a crash.","Owners are advised not to drive their vehicles until the repair has been performed.  Dealers will inspect and tighten the lug nuts, and replace any damaged components, free of charge.  Owner notification letters are expected to be mailed on or before August 14, 2023.  Owners may contact Toyota's customer service at 1-800-331-4331.  Toyota's number for this recall is 23TA05.",No,Yes,94.63
448,2023-06,23V431000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V431000', 'description': 'Go to Recall'}",Honda (American Honda Motor Co.),Rearview Image May Not Display/FMVSS 111,BACK OVER PREVENTION,"EEL, ZEM, SFC",Vehicle,1209673,"Honda (American Honda Motor Co.) is recalling certain 2018-2023 Odyssey, 2019-2022 Pilot, and 2019-2023 Passport vehicles.  Due to a faulty Media Oriented Systems Transport (MOST) communication coaxial cable connector, the rearview camera image may not appear on the display.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 111, ""Rear Visibility.""","A rearview camera that does not display an image can reduce the driver's rear view, increasing the risk of a crash or injury.","Dealers will replace the MOST cable harness and install a straightening cover over the vehicle cable connector, free of charge.  Owner notification letters were mailed July 24, 2023.  Owners may contact Honda customer service at 1-888-234-2138. Honda's numbers for this recall are EEL, ZEM, and SFC.",No,No,30.47
449,2023-06,23V428000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V428000', 'description': 'Go to Recall'}","Grand Design RV, LLC",Incorrect Cargo Carrying Capacity Label/FMVSS 110,EQUIPMENT,910036,Vehicle,24,"Grand Design RV, LLC (Grand Design) is recalling certain 2023 Momentum toy haulers.  The Cargo Carrying Capacity (CCC) label is incorrect.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 110, ""Tire Selection and Rims.""","Incorrect weight information on the label can cause the vehicle to be overloaded, increasing the risk of a crash.","Dealers will remove and replace the label, free of charge.  Owner notification letters were mailed July 10, 2023.  Owners may contact Grand Design customer service at 1-574-825-9679.  Grand Design's number for this recall is 910036.",No,No,21.74
450,2023-06,23V427000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V427000', 'description': 'Go to Recall'}",Great Dane Trailers,Tire Pressure Regulation System Failure,TIRES,NR (Not Reported),Vehicle,2426,Great Dane Trailers (Great Dane) is recalling certain 2024 Champion and Everest dry van trailers equipped with Tire Pilot Plus-Electronic Regulator Control Unit assemblies.  All 8 tires may experience a loss of tire pressure while driving faster than 45 mph.,"Tire pressure loss while driving can cause a loss of stability and control or tire tread separation, increasing the risk of a crash.","As an interim action, Great Dane will instruct owners to disable the Tire Pilot Plus system.  The Interim corrective action will result in disconnected air supply hoses on all tires and at the ECU.  Interim owner notification letters informing owners of the safety defect were mailed August 28, 2023.  A second notice will be sent once the final remedy is finalized.  Owners may contact Great Dane customer service at 1-877-369-3493.",No,No,0
451,2023-06,23V426000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V426000', 'description': 'Go to Recall'}","Stoughton Trailers, LLC",Improperly Tightened Wheel Lug Nuts,WHEELS,NR (Not Reported),Vehicle,1152,"Stoughton Trailers, LLC (Stoughton) is recalling certain 2023-2024 Intermodal container chassis.  The wheel lug nuts are improperly tightened.","Improperly tightened lug nuts can allow the wheel to detach, increasing the risk of a crash.","Stoughton will inspect and tighten the lug nuts, as necessary, free of charge.  Owner notification letters were mailed July 19, 2023.  Owners may contact Stoughton customer service at 1-608-873-2580.",No,No,99.83
452,2023-06,23V425000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V425000', 'description': 'Go to Recall'}",Blue Bird Body Company,Air Pressure Gauge Malfunction/FMVSS 121,ELECTRICAL SYSTEM,R23CH (School Bus),Vehicle,1424,"Blue Bird Body Company (Blue Bird) is recalling certain 2021-2024 All American and 2021-2022 Vision school buses.  A software error in the instrument cluster may cause the air pressure gauges and the visual and audio low air warnings to not function.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 121, ""Air Brake Systems.""","Air gauges and warnings that do not alert the driver to air pressure loss can result in driving without functioning brakes, increasing the risk of a crash.","Dealers will update the instrument cluster software, free of charge.  Owner notification letters were mailed July 27, 2023, 2023.  Owners may contact Blue Bird's customer service at 1-478-822-2242.  Blue Bird's number for this recall is R23CH (School Bus).",No,No,12.78
453,2023-06,23V424000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V424000', 'description': 'Go to Recall'}",Blue Bird Body Company,Air Pressure Gauge Malfunction/FMVSS 121,ELECTRICAL SYSTEM,R23CH (NSB),Vehicle,109,"Blue Bird Body Company (Blue Bird) is recalling certain 2022-2024 All American transit buses.  A software error in the instrument cluster may cause the air pressure gauges and the visual and audio low air warnings to not function.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 121, ""Air Brake Systems.""","Air gauges and warnings that do not alert the driver to air pressure loss, can result in driving without functioning brakes, increasing the risk of a crash.","Dealers will update the instrument cluster software, free of charge.  Owner notification letters were mailed July 27, 2023.  Owners may contact Blue Bird's customer service at 1-478-822-2242.  Blue Bird's number for this recall is R23CH (NSB).",No,No,9.17
454,2023-06,23V423000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V423000', 'description': 'Go to Recall'}",PACCAR Incorporated,Alternator Positive Cable May Chafe and Cause Fire,ELECTRICAL SYSTEM,23PBD,Vehicle,4967,"PACCAR, Incorporated (PACCAR) is recalling certain 2021-2023 Peterbilt 579 vehicles equipped with MX-13 engines and 160-amp alternators.  A fastener on the front spring bracket may have been installed with the head on the outside of the frame rail, which can chafe and damage the alternator positive cable.",A damaged alternator cable increases the risk of a fire.,"Dealers will replace the frame fastener and secure the alternator cable, free of charge.  Owner notification letters are expected to be mailed August 11, 2023.  Owners may contact Peterbilt's customer service at 1-940-591-4220.  PACCAR's number for this recall is 23PBD.",No,No,26.86
455,2023-06,23V422000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V422000', 'description': 'Go to Recall'}","Tesla, Inc.",Door Closure Warning Can Be Dismissed/FMVSS 206,STRUCTURE,NR (Not Reported),Vehicle,36,"Tesla, Inc. (Tesla) is recalling certain 2023 Semi vehicles.  The door open warning indicator only displays when the vehicle's parking brake is not engaged and the side door is not fully latched.  In addition, the door closure warning system allows the operator to dismiss the notification that the side door is unlatched, which could result in driving with an unsecured door.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 206, ""Door Locks and Door Retention Components.""","An operator may be unaware of an unsecured door and begin driving, increasing the risk of injury to occupants.","Tesla has released an over-the-air (OTA) software update, free of charge.  All affected vehicles were repaired by June 2023.  Owners may contact Tesla customer service at 1-877-798-3752.",No,No,100
456,2023-06,23V421000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V421000', 'description': 'Go to Recall'}","Nissan North America, Inc.",Improperly Sealed Driver Side Cowl Area,STRUCTURE,PMA21,Vehicle,230,"Nissan North America, Inc. (Nissan) is recalling certain 2022 Sentra vehicles.  The driver's side cowl area may have a missing or improper seal, which can allow water to leak inside the vehicle and corrode electrical components.","Corrosion of the electrical components could result in failure of various electrical systems, such as loss of wiper motor function or exterior lighting, inoperative air bags, or the ability to shift into gear without applying the brake pedal.  Any of these scenarios can increase the risk of a crash.  In addition, an electrical short-circuit may occur, increasing the risk of a fire.","Dealers will inspect and, if necessary, reseal the driver's side cowl.  If moisture or corrosion is found, the main harness and engine room harness will be replaced.  Repairs will be performed free of charge.  Owner notification letters are expected to be mailed July 26, 2023.  Owners may contact Nissan's customer service at 1-800-867-7669.",No,No,16.09
457,2023-06,23E044000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23E044000', 'description': 'Go to Recall'}","East Penn Manufacturing Company, Inc.",Incomplete Electrical Connection in Battery,ELECTRICAL SYSTEM,NR (Not Reported),Equipment,2139,"East Penn Manufacturing Company, Inc. (East Penn) is recalling certain Deka batteries, model 648MF.  The electrical connection between the internal battery cell and external terminal may be incomplete, which can cause an electrical spark.",An electrical spark increases the risk of injury.,"East Penn will reimburse owners, free of charge.  Owner notification letters were mailed September 22, 2023.  Owners may contact East Penn customer service at 1-888-844-7704.",No,No,0
458,2023-06,23V420000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V420000', 'description': 'Go to Recall'}",Ford Motor Company,Head Restraint Instructions Missing/FMVSS 202,EQUIPMENT,23C20,Vehicle,691133,"Ford Motor Company (Ford) is recalling certain 2018-2023 Expedition and Lincoln Navigator vehicles equipped with third-row seating; and 2019-2023 F-Super Duty F-250, F-350, F-450, and F-550 SuperCab vehicles.  The owner's manual does not include instructions for adjusting or removing certain head restraints.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 202, ""Head Restraints.""","Without instructions, the head restraints may be improperly adjusted, increasing the risk of injury in the event of a crash.","Ford will mail the Owner's Manual addendums that describe how to adjust and remove the head restraints for the center seating positions, free of charge.  Owner notification letters were mailed July 21, 2023.  Owners may contact Ford customer service at 1-866-436-7332.  Ford's number for this recall is 23C20.",No,No,99.97
459,2023-06,23E045000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23E045000', 'description': 'Go to Recall'}",SAF-Holland,Tire Pressure Regulation System Failure,TIRES,NR (Not Reported),Equipment,4906,SAF-Holland is recalling certain CBXA40 and ULX40 Suspension Systems equipped with the Tire Pilot Plus (TPP) management systems.  All 8 tires may experience a loss of tire pressure while driving faster than 45 mph.,"Tire pressure loss while driving can cause a loss of stability and control or tire tread separation, increasing the risk of a crash.","As an interim action, SAF-Holland will instruct owners to disable the Tire Pilot Plus system.  The final remedy is currently under development.  Interim owner letters were mailed July 10, 2023.  Once a remedy has been established a second letter will be mailed.   Owners may contact SAF-Holland customer service at 1-231-777-4302 or 1-231-777-4369.",No,No,0
460,2023-06,23V418000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V418000', 'description': 'Go to Recall'}",Ford Motor Company,Rear Lightbar May be Inoperative,EXTERIOR LIGHTING,23S30,Vehicle,16375,"Ford Motor Company (Ford) is recalling certain 2022-2023 F-150 BEV vehicles.  The rear lightbar may have microcracks in the outer lens that allows moisture to accumulate, which can result in inoperative or flickering reverse lights.","Inoperative or flickering reverse lights may not alert other driver's that the vehicle is reversing, increasing the risk of injury or crash.","Dealers will replace the rear lightbar, free of charge.  Owner notification letters were mailed October 9, 2023.  Owners may contact Ford customer service at 1-866-436-7332.  Ford's number for this recall is 23S30.",No,No,0
461,2023-06,23V411000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V411000', 'description': 'Go to Recall'}","Chrysler (FCA US, LLC)",Crankshaft Position Sensor Failure,ENGINE AND ENGINE COOLING,66A,Vehicle,80629,"Chrysler (FCA US, LLC) is recalling certain 2014-2019 Ram 1500 and 2014-2020 Jeep Grand Cherokee vehicles equipped with 3.0L Diesel engines.  The crankshaft position sensor tone wheel may delaminate, causing the engine to lose its ability to synchronize the fuel injector pulses and cam shaft timing, possibly resulting in an engine stall.",An engine stall can increase the risk of a crash.,"Dealers will update the powertrain control module software to maintain vehicle propulsion, free of charge.  Owner notification letters were mailed October 31, 2023.  Owners may contact FCA US, LLC customer service at 1-800-853-1403.  FCA US, LLC's number for this recall is 66A.  This recall is an expansion of recall 20V-475.",No,No,0
462,2023-06,23V415000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V415000', 'description': 'Go to Recall'}",Hyundai Motor America,Loss of Power Brake Assist,"SERVICE BRAKES, HYDRAULIC",245,Vehicle,322,"Hyundai Motor America (Hyundai) is recalling certain 2023 Palisade vehicles.  The brake booster diaphragm may become misaligned and cause an internal vacuum leak, which can result in a loss of power brake assist.","A loss of power brake assist can extend the distance required to stop, increasing the risk of a crash.","Dealers will inspect and replace the brake booster as necessary, free of charge.  Owner notification letters were mailed July 14, 2023.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 245.",No,No,52.17
463,2023-06,23V413000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V413000', 'description': 'Go to Recall'}","Chrysler (FCA US, LLC)",Incorrectly Installed Rear Coil Springs,SUSPENSION,64A,Vehicle,331401,"Chrysler (FCA US, LLC) is recalling certain 2022-2023 Jeep Grand Cherokee and 2021-2023 Jeep Grand Cherokee L vehicles.  The rear coil springs may have been incorrectly installed and detach from the vehicle while driving.",Rear coil springs that detach from the vehicle while driving increases the risk of a crash.,"Dealers will inspect and if necessary, repair the rear coil spring assemblies, free of charge.  Owner notification letters were mailed June 29, 2023.  Owners may contact FCA US, LLC customer service at 1-800-853-1403.  FCA US, LLC's number for this recall is 64A.",No,No,54.43
464,2023-06,23V416000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V416000', 'description': 'Go to Recall'}","Autocar, LLC",Improperly Welded Steering Column Shaft,STEERING,DC-2304,Vehicle,39,"Autocar, LLC. (Autocar) is recalling certain 2022-2023 DC (Legend) vehicles.  The steering column shaft may not have been properly welded.","An improperly welded steering column shaft can separate and cause a sudden loss of steering control, increasing the risk of a crash.","Dealers will inspect and replace the steering column shaft, as necessary, free of charge.  All vehicles were repaired by July 25, 2023.  Owners may contact Autocar customer service at 1-888-218-3611.  Autocar's number for this recall is DC-2304.",No,No,100
