,report_received_date,nhtsa_id,recall_link,manufacturer,subject,component,mfr_campaign_number,recall_type,potentially_affected,defect_summary,consequence_summary,corrective_action,fire_risk_when_parked,do_not_drive,completion_rate
129,2023-10,23V716000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V716000', 'description': 'Go to Recall'}","Chrysler (FCA US, LLC)",Seat Belt Assembly Inaccessible/FMVSS 208 & 209,SEAT BELTS,A7A,Vehicle,97066,"Chrysler (FCA US, LLC) is recalling certain 2022-2024 Jeep Wagoneer and Grand Wagoneer vehicles.  The third-row seat belts may not allow occupants to properly access or fasten the seat belt to the buckle.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard numbers 208, ""Occupant Crash Protection"" and 209, ""Seat Belt Assemblies.""",An unfastened seat belt may increase the risk of injury to occupants during a crash.,"Dealers will inspect and replace the third-row seat belt buckle, as necessary, free of charge.  Owner notification letters were mailed November 16, 2023.  Owners may contact FCA US, LLC customer service at 1-800-853-1403.  FCA US, LLC's number for this recall is A7A.",No,No,0
130,2023-10,23V719000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V719000', 'description': 'Go to Recall'}",Mazda North American Operations,Engine & Electric Motor May Shut Down Unexpectedly,POWER TRAIN,6323J,Vehicle,4252,"Mazda North American Operations (Mazda) is recalling certain 2024 CX-90 plug-in hybrid electric (PHEV) vehicles.  Due to a software error, the engine and electric motor may shut down unexpectedly, which can result in a loss of drive power.",A loss of drive power can increase the risk of a crash.,"Dealers will update the powertrain control module and engine control module software, free of charge.  Owner notification letters are expected to be mailed December 22, 2023.  Owners may contact Mazda customer service at 1-800-222-5500 Option 6.  Mazda's number for this recall is 6323J.",No,No,0
131,2023-10,23V714000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V714000', 'description': 'Go to Recall'}",Nova Bus (US) Inc.,Incorrectly Installed Passenger Seat,SEATS,CR5500,Vehicle,514,"Nova Bus (US) Inc. (Nova) is recalling certain 2015-2019 LFS and LFS Artic transit buses.  The attachment hardware may have been incorrectly installed beneath the rear wheel well passenger seats, allowing the seat to detach from the frame.","A detached passenger seat may inadequately restrain a passenger during a crash, increasing the risk of injury.","Owners are advised not to drive their vehicles until the remedy is completed.  Nova Bus will inspect and replace the attachment hardware as necessary, free of charge.  Owner notification letters were mailed December 1, 2023.  Owners may contact Nova Bus customer service at 1-800-350-6682.  Nova Bus number for this recall is CR5500.",No,Yes,0
132,2023-10,23V715000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V715000', 'description': 'Go to Recall'}","Porsche Cars North America, Inc.",Seat-Mounted Air Bag May Deploy Unnecessarily,AIR BAGS,APB3,Vehicle,2923,"Porsche Cars North America, Inc. (Porsche) is recalling certain 2021-2023 911 Turbo S, 2022 911 Turbo, 2022-2023 911 GT3 Touring, 911 GT3, 911 Carrera 4 GTS, 2022-2024 911 Carrera GTS, 2023 911 GT3 RS, 911 Dakar, and 2024 911 Carrera T vehicles equipped with optional full bucket seats.  The seat-mounted air bags may deploy unnecessarily during a crash.",Air bags that deploy unnecessarily can increase the risk of injury.,"Dealers will reprogram the air bag control unit, free of charge.  Owner notification letters are expected to be mailed December 22, 2023.  Owners may contact Porsche's customer service at 1-800-767-7243.  Porsche's number for this recall is APB3.",No,No,0
133,2023-10,23E082000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23E082000', 'description': 'Go to Recall'}",Trans-Air Manufacturing Corp.,Compressor May Contact Sway Bar,EQUIPMENT,NR (Not Reported),Equipment,36,"Trans-Air Manufacturing Corp. (Trans-Air) is recalling certain Dual Compressor Mounts, part numbers 4013775-01 and 4013775-02.  The compressors may contact the optional stabilizer/sway bar installed on certain Starcraft Ford F650 buses, possibly causing mount failure and resulting in a loss of power or steering control.",A loss of power and/or steering control increases the risk of a crash.,"Dealers will install new mounts, free of charge.  Vehicle manufacturers are expected to be notified in October 2023.  Owners may contact Trans-Air customer service at 1-800-673-2446.",No,No,0
134,2023-10,23V713000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V713000', 'description': 'Go to Recall'}","Mack Trucks, Inc.",Loose Steering Fastener May Fail,STEERING,SC0451,Vehicle,47,"Mack Trucks, Inc. (Mack) is recalling certain 2024 LR vehicles.  The fasteners that connect the power steering assist cylinder to steering arm may be loose or missing.","The power steering assist cylinder may separate from the steering arm, causing a loss of vehicle control and increasing the risk of a crash.","Owners are advised not to drive their vehicles until the repair has been performed.  Dealers will inspect and tighten the steering gear fasteners and install a new cotter pin, free of charge.  Owner notification letters are expected to be mailed December 15, 2023.  Owners may contact Mack customer service at 1-800-866-1177.  Mack's number for this recall is SC0451.",No,Yes,0
135,2023-10,23V712000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V712000', 'description': 'Go to Recall'}","Midwest Automotive Designs, LLC",Alloy Wheels May Break and Cause a Crash,WHEELS,NR (Not Reported),Vehicle,64,"Midwest Automotive Designs, LLC (Midwest) is recalling certain 2017-2022 Luxe Cruiser, Ultimate Club J, and Ultimate Presidential motorhomes.  The alloy wheels installed on the vehicles are insufficient for the vehicle weight, which can cause the wheels to crack and fail.",A cracked or broken wheel increases the risk of a crash.,"Dealers will remove the alloy wheels and replace them with steel wheels, free of charge.  Owner notification letters were mailed November 22, 2023.  Owners may contact Midwest customer service at 1-574-522-4878.",No,No,0
136,2023-10,23V705000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V705000', 'description': 'Go to Recall'}","Forest River, Inc.",12-Volt Refrigerator May Fall from Cabinet,EQUIPMENT,215-1691,Vehicle,33,"Forest River, Inc. (Forest River) is recalling certain 2023-2024 Coachmen Cross Trail Class C motorhomes.  The 12-volt refrigerator may dislodge and fall from its cabinet.",A falling 12-volt refrigerator increases the risk of injury.,"Dealers will reinstall and secure the 12-volt refrigerator, free of charge.  Owner notification letters were mailed October 26, 2023.  Owners may contact Forest River Customer Service at 1-574-825-8487.  Forest River's number for this recall is 215-1691.",No,No,0
137,2023-10,23V710000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V710000', 'description': 'Go to Recall'}",Lion Electric Company,Loss of Control from Reversed Brake Connections,"SERVICE BRAKES, AIR",R2023-008,Vehicle,7,Lion Electric Company (Lion Electric) is recalling certain 2024-2025 LionC School Buses.  The anti-lock brake system (ABS) pneumatic valve connections and rear wheel speed sensors may be installed incorrectly.,"Incorrectly installed ABS valves and wheel speed sensors can cause a wheel lockup or loss of vehicle control during ABS braking, increasing the risk of a crash.","Lion Electric will correct the brake connections, free of charge.  Owner notification letters are expected to be mailed December 12, 2023.  Owners may contact Lion Electric customer service at 1-855-546-6706.  Lion Electric's number for this recall is R2023-008.",No,No,0
138,2023-10,23V706000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V706000', 'description': 'Go to Recall'}","Forest River, Inc.",Wheel Lockup from Misaligned Driveline,POWER TRAIN,210-1693,Vehicle,18,"Forest River, Inc. (Forest River) is recalling certain 2023-2024 Coachmen Concord Class C motorhomes.  Installation of the air ride suspension system resulted in an incorrect pinion to driveline angle.","An incorrect pinion to driveline angle may cause rear wheel lockup, increasing the risk of a crash.","Dealers will install a shorter control arm, free of charge.  Owner notification letters were mailed November 14, 2023.  Owners may contact Forest River Customer Service at 1-574-825-8602.  Forest River's number for this recall is 210-1693.",No,No,0
139,2023-10,23V711000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V711000', 'description': 'Go to Recall'}","New Flyer of America, Inc.",Incorrect Weight on Certification Labels/FMVSS 120,EQUIPMENT,NR (Not Reported),Vehicle,188,"New Flyer of America, Inc. (New Flyer) is recalling certain 2021-2023 XD35, 2022-2023 XD40, XD60, XN35, XN60, 2022 XDE35, and 2021-2022 XE40 transit buses.  The Gross Axle Weight Rating (GAWR) and Gross Vehicle Weight Rating (GVWR) listed on the certification labels are incorrect, which can allow the vehicle to be overloaded.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 120, ""Wheels and Rims - Other than Passenger Cars.""",An overloaded vehicle can increase the risk of a crash.,"New Flyer will provide and/or install new labels, free of charge.  Owner notification letters were mailed November 9, 2023.  Owners may contact New Flyer customer service at 1-800-241-2947.",No,No,0
140,2023-10,23V707000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V707000', 'description': 'Go to Recall'}","BMW of North America, LLC",Camshaft Timing Bolts May Loosen Causing Stall,ENGINE AND ENGINE COOLING,NR (Not Reported),Vehicle,157796,"BMW of North America, LLC (BMW) is recalling certain 2010-2012 1 Series Coupe, 1 Series Convertible, 3 Series Sedan, 3 Series Convertible, 2010-2011 3 Series Sportswagon, 3 Series Coupe, 5 Series Sedan, X3 xDrive 28i, X3 xDrive 30i, X5 xDrive30i, and Z4 sDrive30i vehicles.  The aluminum bolts that secure the housing for the variable camshaft timing adjustment (VANOS) unit can loosen over time and possibly break.","Loose or broken VANOS unit bolts can result in an engine stall, increasing the risk of a crash.","Dealers will replace the four VANOS bolts, free of charge.  Interim letters notifying owners of the safety risk are expected to be mailed December 12, 2023.  Second letters will be mailed once the remedy is available.  Owners may contact BMW customer service at 1-800-525-7417.",No,No,0
141,2023-10,23V704000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V704000', 'description': 'Go to Recall'}",Honda (American Honda Motor Co.),Incorrectly Assembled Steering Rack,STEERING,YFW,Vehicle,264567,"Honda (American Honda Motor Co.) is recalling certain 2022-2024 Civic 4-door and Civic 5-door vehicles that received a replacement power steering rack as part of a service repair.  The steering rack may have been incorrectly assembled, which can allow the tire to chafe against the lower suspension or tie rod end, possibly resulting in tire damage.",A damaged tire can fail and increase the risk of a crash or injury.,"Dealers will inspect and replace the electric power steering rack, as necessary, free of charge.  Owner notification letters were mailed December 4, 2023.  Owners may contact Honda customer service at 1-888-234-2138.  Honda's number for this recall is YFW.",No,No,0
142,2023-10,23V708000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V708000', 'description': 'Go to Recall'}","Lucid USA, Inc.",Rear Seat Heater May Overheat Rear Seats,SEATS,SR-23-05-0,Vehicle,1267,"Lucid USA, Inc. (Lucid) is recalling certain 2022-2023 Lucid Air vehicles.  Under certain conditions, temperature monitoring for the rear seat heaters could become inoperative and result in the rear seats overheating.",Overheated rear seats can increase the risk of a burn injury.,"Lucid has released an over-the-air (OTA) software update, free of charge.  Owner notification letters are expected to be mailed December 11, 2023.  Owners may contact Lucid customer service at 1-888-99-LUCID or 1-888-995-8243.  Lucid's number for this recall is SR-23-05-0.",No,No,0
143,2023-10,23V709000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V709000', 'description': 'Go to Recall'}","Jaguar Land Rover North America, LLC",High-Voltage Battery May Overheat,ELECTRICAL SYSTEM,H459,Vehicle,501,"Jaguar Land Rover North America, LLC (Jaguar) is recalling certain 2019-2023 I-PACE vehicles previously repaired under recall 23V-369.  The previous repair may not have been completed correctly, and still allow the high-voltage battery to overheat.",The high-voltage battery overheating increases the risk of a fire.,"Owners are advised to park and charge their vehicle outside and away from structures until the recall repair is complete, and for 30 days after the repair has been completed.  Dealers will update the battery energy control module software, free of charge.  Owner notification letters were mailed December 11, 2023.  Owners may contact Jaguar customer service at 1-800-452-4827.  Jaguar's number for this recall is H459.",Yes,No,0
144,2023-10,23V701000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V701000', 'description': 'Go to Recall'}","Alliance RV, LLC",Loose Solar Panel Wire Connection,ELECTRICAL SYSTEM,NR (Not Reported),Vehicle,3390,"Alliance RV, LLC is recalling certain 2021-2023 Paradigm and Valor fifth wheel trailers.  A wire connector from the solar panel ports to the solar charge lines may loosen.","A loose solar panel electrical connection could overheat, increasing the risk of a fire.","Dealers will replace the existing wire nut with a new connector, free of charge.  Owner notification letters were mailed November 15, 2023.  Owners may contact Alliance customer service at 1-574-218-7165.",No,No,0
145,2023-10,23V703000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V703000', 'description': 'Go to Recall'}","Terex South Dakota, Inc.",Aerial Device Mounting Bolts Improperly Tightened,EQUIPMENT,SN723,Vehicle,17,"Terex South Dakota, Inc. (Terex) is recalling certain 2021-2023 TL48 trucks.  The bolts used to mount the aerial device to the sub-base may not be tightened properly, which could result in bolt failure, allowing the aerial device to fall.",An aerial device that falls increases the risk of injury.,"Dealers will replace the mounting bolts and washers, free of charge.  Owner notification letters were mailed November 17, 2023.  Owners may contact Terex customer service at 1-605-882-4000.  Terex's number for this recall is SN723.",No,No,0
146,2023-10,23V702000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V702000', 'description': 'Go to Recall'}","Altec Industries, Inc.",Unexpected Turntable Rotation from Gearbox Failure,EQUIPMENT,MAB 3130,Vehicle,48,"Altec Industries, Inc. (Altec) is recalling certain 2023 DC and DM Digger Derricks.  The turntable rotation gearbox may fail at high loads due to a defect in the brake flange casing.","Gearbox failure may result in unexpected turntable rotation, increasing the risk of injury.","Altec will work with the gearbox supplier to test and replace the gearbox, if necessary, free of charge.  Owner notification letters were mailed November 21, 2023.  Owners may contact Altec's customer service at 1-877-462-5832.  Altec's number for this recall is MAB 3130.",No,No,0
147,2023-10,23V700000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V700000', 'description': 'Go to Recall'}","BMW of North America, LLC",Inoperative Hands-On Detection System,ELECTRICAL SYSTEM,NR (Not Reported),Vehicle,9211,"BMW of North America, LLC (BMW) is recalling certain 2023-2024 740i, 740i xDrive, 760i xDrive, i7 eDrive50, i7 xDrive60, i7 M70, 2024 750e xDrive, 530i, 530i xDrive, i5 eDrive40, and i5 M60 vehicles.  The ground connection to the steering wheel may not have been attached correctly, resulting in an inoperative hands-on detection system.","An inoperative hands-on detection system may fail to detect when the driver's hands are not on the steering wheel and therefore not engage the emergency stopping assistant system, increasing the risk of a crash.","Dealers will inspect and reattach the ground connection as necessary, free of charge.  Owner notification letters were mailed December 8, 2023.  Owners may contact BMW customer service at 1-800-525-7417.",No,No,0
148,2023-10,23E081000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23E081000', 'description': 'Go to Recall'}",Harbor Freight Tools,Running Lights May Not Illuminate/FMVSS 108,EXTERIOR LIGHTING,NR (Not Reported),Equipment,20200,"Harbor Freight Tools (Harbor Freight) is recalling certain Kenway 17"" LED Rear Tri-Marker Bar Running Lights, with part number 59657 and serial numbers 372382320 or 372382328.  During packaging, these lights may have been damaged, causing the lights to not illuminate.  As such, these lights fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 108, ""Lamps, Reflective Devices, and Associated Equipment.""","Lights that fail to illuminate can reduce the vehicle's visibility to other drivers, increasing the risk of a crash.","Harbor Freight will inspect the running lights and exchange the lights as necessary, free of charge.  The manufacturer has not yet provided a schedule for recall notification.  Owners may contact Harbor Freight customer service at 1-800-444-3353.",No,No,0
149,2023-10,23V699000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V699000', 'description': 'Go to Recall'}","Autocar, LLC",Park Brake Warning Light May Illuminate in Error,PARKING BRAKE,"ACX-2311, DC-2306",Vehicle,104,"Autocar, LLC (Autocar) is recalling certain 2016-2023 ACX (Xpeditor) and 2021-2023 DC (Legend) vehicles.  The park brake warning light may incorrectly illuminate during an air loss event.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 101, ""Control and Displays.""",A park brake warning light that illuminates incorrectly increases the risk of a crash.,"Dealers will replace the pressure switch, free of charge.  Owner notification letters are expected to be mailed December 14, 2023.  Owners may contact Autocar customer service at 1-888-218-3611.  Autocar's numbers for this recall are ACX-2311 and DC-2306.  This recall is an expansion of recall number 23V-400.",No,No,0
150,2023-10,23V697000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V697000', 'description': 'Go to Recall'}","Proterra Operating Company, Inc.",Inverter May Fail Causing Loss of Power,ELECTRICAL SYSTEM,NR (Not Reported),Vehicle,238,"Proterra Operating Company, Inc. (Proterra) is recalling certain 2019-2022 40' and 35' Catalyst 800V transit buses equipped with ProDrive 1.0, and 40' and 35' ZX5 800V transit buses equipped with ProDrive 1.0.  A transistor inside the inverter may overheat and fail, which can result in a loss of power steering and drive power.",A loss of power steering and/or drive power increases the risk of a crash.,"The remedy is currently under development.  Interim owner notification letters informing owners of the safety risk were mailed November 14, 2023.  A second notice will be sent once the remedy becomes available.  Owners may contact Proterra customer service at 1-864-438-0000.",No,No,0
151,2023-10,23E080000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23E080000', 'description': 'Go to Recall'}","Cummins, Inc.",Rear Lifting Bracket on Engine May Detach,ENGINE,C2735,Equipment,104,"Cummins, Inc. (Cummins) is recalling certain L9N Natural Gas Engines, part number D883007BX03.  The rear lifting bracket that attaches to the engine cylinder head may be insufficiently secured, which can allow it to detach.","A rear lifting bracket that detaches while the engine is being lifted can result in the engine falling or swinging, increasing the risk of injury.","Dealers will inspect and replace the flanged stud in the rear lifting bracket, as necessary, free of charge.  Owner notification letters were mailed December 9, 2023.  Owners may contact Cummins customer service at 1-800-286-6467.  Cummins number for this recall is c2735.",No,No,0
152,2023-10,23V698000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V698000', 'description': 'Go to Recall'}","Ferrari North America, Inc.",Turbocharger Oil Delivery Pipe May Leak,ENGINE AND ENGINE COOLING,RC 86,Vehicle,614,"Ferrari North America, Inc. (Ferrari) is recalling certain 2022-2024 SF90 Stradale and SF90 Spider hybrid electric vehicles.  The turbocharger oil delivery pipe may have been manufactured incorrectly, which can lead to an oil leak.",An oil leak in the presence of an ignition source increases the risk of fire.,"Owners are advised not to drive their vehicles until the remedy has been completed.  Dealers will replace the turbocharger oil delivery pipes, free of charge.  Owner notification letters were mailed December 11, 2023.  Owners may contact Ferrari customer service at 1-201-816-2668.  Ferrari's number for this recall is RC 86.",No,Yes,0
153,2023-10,23V696000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V696000', 'description': 'Go to Recall'}","Chrysler (FCA US, LLC)",Pedestrian Alert Siren Not Connected/FMVSS 141,BACK OVER PREVENTION,B5A,Vehicle,4660,"Chrysler (FCA US, LLC) is recalling certain 2023-2024 Dodge Hornet and Alfa Romeo Tonale Plug-In Hybrid vehicles.  The pedestrian alert siren may be missing or disconnected and fail to alert pedestrians when the vehicle is in reverse.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 141, ""Minimum Sound Requirements for Hybrid and Electric Vehicles.""",Failure to alert pedestrians when backing up increases the risk of injury.,"Dealers will inspect the rear pedestrian siren connection and, if necessary, secure and/or replace the connector or siren, free of charge.  Owner notification letters were mailed November 14, 2023.  Owners may contact FCA US, LLC customer service at 1-800-853-1403.  Chrysler's number for this recall is B5A.",No,No,0
154,2023-10,23V695000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V695000', 'description': 'Go to Recall'}",Storyteller Overland,Incorrect Tire Information on Label/FMVSS 110,EQUIPMENT,NR (Not Reported),Vehicle,265,"Storyteller Overland is recalling certain 2022-2023 Ford Transit Storyteller Mode LT motorhomes.  The tire and loading information label may indicate an incorrect tire size and pressure.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 110, ""Tire Selection and Rims.""","Incorrect tire information can allow an incorrectly sized tire to be installed or result in improperly inflated tires, increasing the risk of a crash.","Storyteller Overland will mail corrected labels, free of charge.  Owner notification letters were mailed November 17, 2023.  Owners may contact Storyteller Overland customer service at 1-888-999-7442.",No,No,0
155,2023-10,23V694000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V694000', 'description': 'Go to Recall'}","Winnebago Industries, Inc.",Awning May Extend Unintentionally,EQUIPMENT,179,Vehicle,6237,"Winnebago Industries, Inc. (Winnebago) is recalling certain 2020-2024 Era, View and Navion recreational vehicles.  The retractable awning may extend unintentionally during transit.","An awning extending unintentionally during transit may become a distraction or road hazard, increasing the risk of a crash.","The remedy is currently under development.  Owner notification letters are expected to be mailed December 15, 2023.  Owners may contact Winnebago customer service at 1-641-585-6936 or 1-800-537-1885.  Winnebago's number for this recall is 179.  This recall supersedes and expands NHTSA recall 22V-695.",No,No,0
156,2023-10,23V692000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V692000', 'description': 'Go to Recall'}","Kia America, Inc.",Headliner Plate Detachment,STRUCTURE,SC286,Vehicle,22768,"Kia America, Inc. (Kia) is recalling certain 2009-2014 Borrego vehicles.  The headliner plates may not be secured properly, which can result in the plates detaching in the event of a side curtain air bag deployment.","A headliner plate that detaches during a crash may strike an occupant, increasing their risk of injury.","Dealers will secure the headliner plates, free of charge.  Owner notification letters were mailed November 30, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC286.",No,No,0
157,2023-10,23V690000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V690000', 'description': 'Go to Recall'}",Volvo Trucks North America,Loose Steering Fastener May Fail,STEERING,RVXX2311,Vehicle,1933,"Volvo Trucks North America (Volvo Trucks) is recalling certain 2024 VNL, VHD, and VNR trucks.  The fastener that connects two steering components, the pitman arm and draglink, may be loose, which can cause the connection to fail and result in a loss of steering control.",A loss of steering control increases the risk of a crash.,"Dealers will inspect and tighten the castle nuts and install new cotter pins, free of charge.  Owner notification letters are expected to be mailed December 4, 2023.  Owners may contact Volvo Trucks' customer service at 1-800-528-6586.  Volvo Trucks' number for this recall is RVXX2311.",No,No,0
158,2023-10,23V691000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V691000', 'description': 'Go to Recall'}","Mack Trucks, Inc.",Inoperative Electronic Stability Control,ELECTRONIC STABILITY CONTROL,SC0450,Vehicle,13,"Mack Trucks, Inc. (Mack) is recalling certain 2024 Anthem and Pinnacle vehicles.  A software programming error may cause the electronic stability control (ESC) to be inoperative.",Driving with an inoperative electronic stability control system can increase the risk of a crash.,"Dealers will reprogram the control unit software, free of charge.  Owner notification letters are expected to be mailed December 3, 2023.  Owners may contact Mack's customer service at 1-800-866-1177.  Mack's number for this recall is SC0450.",No,No,0
159,2023-10,23V693000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V693000', 'description': 'Go to Recall'}",Arcimoto Inc,Tie Rod Separation,STEERING,NR (Not Reported),Vehicle,94,"Arcimoto Inc. (Arcimoto) is recalling certain 2023 FUV and MUV hybrid electric motorcycles.  There may be insufficient thread engagement between the inner and outer tie rods, possibly resulting in the separation of the tie rod assembly.",Tie rod separation can cause a sudden loss of steering control and increase the risk of a crash.,"Arcimoto will inspect and adjust the tie rods, as necessary, free of charge.  Owner notification letters are expected to be mailed November 30, 2023.  Owners may contact Arcimoto customer service at 1-541-683-6293.",No,No,0
160,2023-10,23V689000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V689000', 'description': 'Go to Recall'}",Volvo Trucks North America,Inoperative Electronic Stability Control,ELECTRONIC STABILITY CONTROL,RVXX2310,Vehicle,29,Volvo Trucks North America (Volvo Trucks) is recalling certain 2024 Volvo VNL and VNR trucks.  A software programming error may cause the electronic stability control (ESC) to be inoperative.,Driving with an inoperative electronic stability control system can increase the risk of a crash.,"Dealers will reprogram the control unit software, free of charge.  Owner notification letters are expected to be mailed December 3, 2023.  Owners may contact Volvo Trucks' customer service at 1-800-528-6586.  Volvo Trucks' number for this recall is RVXX2310.",No,No,0
161,2023-10,23V687000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V687000', 'description': 'Go to Recall'}",Ford Motor Company,High Voltage Battery Contactor May Overheat,ELECTRICAL SYSTEM,23S56,Vehicle,34762,Ford Motor Company (Ford) is recalling certain 2021-2022 Mustang Mach-E vehicles equipped with an extended range battery.  The high voltage battery main contactors may overheat.,"An overheated high voltage battery contactor can result in a loss of drive power, increasing the risk of a crash.","Dealers will replace the high voltage battery junction box, free of charge.  Interim owner notification letters were mailed November 2, 2023.  Owner notification letters are expected to be mailed October 30, 2023.  Owners may contact Ford customer service at 1-866-436-7332.  Ford's number for this recall is 23S56.  Vehicles included in this recall that were previously repaired under recall 22V-412 will need to have the new remedy completed.",No,No,0
162,2023-10,23V686000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V686000', 'description': 'Go to Recall'}",Ford Motor Company,Rearview Camera Image May Not Display/FMVSS 111,BACK OVER PREVENTION,23C31,Vehicle,2866,"Ford Motor Company (Ford) is recalling certain 2023 Explorer vehicles equipped with a standard rearview camera.  Due to a manufacturing error in the wire harness, the rearview camera may display a blue image on the SYNC screen when the vehicle is placed in reverse.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 111, ""Rear Visibility.""","A rearview camera that does not properly display an image can reduce the driver's rear view, increasing the risk of a crash.","Dealers will inspect the rearview camera wire harness and repair any loose splices, free of charge.  Owner notification letters were mailed November 2, 2023.  Owners may contact Ford customer service at 1-866-436-7332.  Ford's number for this recall is 23C31.",No,No,0
163,2023-10,23V688000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V688000', 'description': 'Go to Recall'}",Ford Motor Company,Inoperative Defrosting/Defogging System/FMVSS 103,VISIBILITY,23C32,Vehicle,931,"Ford Motor Company (Ford) is recalling certain 2023 F-150 Lightning pickup trucks.  The electronic cabin coolant heater module may be missing a solder joint, which can cause intermittent or no cabin heat and result in an inoperative windshield defrosting and defogging system.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 103, ""Windshield Defrosting and Defogging Systems.""","An inoperative windshield defrosting and defogging system may decrease the driver's visibility, increasing the risk of a crash.","Dealers will replace the electronic cabin coolant heater, free of charge.  Owner notification letters are expected to be mailed November 6, 2023. Owners may contact Ford customer service at 1-866-436-7332.  Ford's number for this recall is 23C32.",No,No,0
164,2023-10,23V680000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V680000', 'description': 'Go to Recall'}","Southeast Toyota Distributors, LLC",Incorrect Load Carrying Capacity Label/FMVSS 110,EQUIPMENT,SET23A,Vehicle,13,"Southeast Toyota Distributors, LLC (SET) is recalling certain 2023 Toyota 4Runner vehicles.  The load carrying capacity modification label states the incorrect load carrying capacity, which can result in an overloaded vehicle.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 110, ""Tire Selection and Rims.""",An overloaded vehicle increases the risk of a crash.,"Southeast Toyota Distributors, LLC will mail a new modified label, free of charge.  Owner notification letters are expected to be mailed December 4, 2023.  Owners may contact SET's customer service at 1-866-405-4226.  SET's number for this recall is SET23A.",No,No,0
165,2023-10,23V681000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V681000', 'description': 'Go to Recall'}","General Motors, LLC",Windshield Not Sealed Properly,VISIBILITY,N232419690,Vehicle,42,"General Motors, LLC (GM) is recalling certain 2023 GMC Acadia and 2024 Cadilac XT5 and XT6 vehicles.  The windshield may have been assembled without the proper urethane sealant required to bond the windshield to the vehicle body.",A windshield that is not properly bonded may detach during a crash and increase the risk of injury.,"Dealers will inspect the windshield and apply primer and urethane sealant.  If the windshield is damaged, the dealer will replace it.  Repairs will be performed free of charge.  Owner notification letters were mailed November 14, 2023.  Owners may contact Cadillac customer service at 1-800-458-8006 or GMC customer service at 1-800-462-8782.  GM's number for this recall is N232419690.",No,No,0
